time	I(R1)
2.271878796541988e-04	-4.904859e-07
2.276909883514214e-04	-4.946827e-07
2.281940970486441e-04	-4.982250e-07
2.286754805952432e-04	-5.069767e-07
2.291568641418423e-04	-5.159825e-07
2.296382476884414e-04	-5.252423e-07
2.301196312350404e-04	-5.347561e-07
2.306010147816395e-04	-5.445240e-07
2.310823983282386e-04	-5.545459e-07
2.315637818748377e-04	-5.648218e-07
2.320989060143017e-04	-5.699719e-07
2.326340301537656e-04	-5.754011e-07
2.331691542932296e-04	-5.811094e-07
2.337042784326935e-04	-5.870967e-07
2.342394025721575e-04	-5.933632e-07
2.347745267116215e-04	-5.999087e-07
2.353096508510854e-04	-6.067332e-07
2.360969021873736e-04	-6.247739e-07
2.368841535236618e-04	-6.407427e-07
2.376714048599499e-04	-6.546395e-07
2.384586561962381e-04	-6.664643e-07
2.392459075325262e-04	-6.762172e-07
2.400331588688144e-04	-6.838981e-07
2.408204102051025e-04	-6.895071e-07
2.413561066247408e-04	-6.990055e-07
2.418918030443791e-04	-7.086077e-07
2.424274994640174e-04	-7.183137e-07
2.429631958836557e-04	-7.281235e-07
2.434988923032940e-04	-7.380372e-07
2.440345887229323e-04	-7.480546e-07
2.445702851425706e-04	-7.581759e-07
2.454278567868560e-04	-7.648379e-07
2.462854284311413e-04	-7.733071e-07
2.471430000754267e-04	-7.835836e-07
2.480005717197121e-04	-7.956672e-07
2.488581433639975e-04	-8.095581e-07
2.497157150082829e-04	-8.252562e-07
2.505732866525682e-04	-8.427615e-07
2.511450018407516e-04	-8.477832e-07
2.517167170289349e-04	-8.531167e-07
2.522884322171183e-04	-8.587621e-07
2.528601474053015e-04	-8.647193e-07
2.534318625934849e-04	-8.709883e-07
2.540035777816682e-04	-8.775691e-07
2.545752929698516e-04	-8.844618e-07
2.553764766742861e-04	-8.997728e-07
2.561776603787206e-04	-9.132521e-07
2.569788440831552e-04	-9.248998e-07
2.577800277875898e-04	-9.347158e-07
2.585812114920243e-04	-9.427001e-07
2.593823951964588e-04	-9.488527e-07
2.601835789008934e-04	-9.531736e-07
2.609005973408659e-04	-9.660286e-07
2.616176157808384e-04	-9.775221e-07
2.623346342208109e-04	-9.876542e-07
2.630516526607834e-04	-9.964249e-07
2.637686711007559e-04	-1.003834e-06
2.644856895407284e-04	-1.009882e-06
2.652027079807009e-04	-1.014568e-06
2.659073307739960e-04	-1.020478e-06
2.666119535672912e-04	-1.027021e-06
2.673165763605863e-04	-1.034197e-06
2.680211991538814e-04	-1.042006e-06
2.687258219471766e-04	-1.050449e-06
2.694304447404717e-04	-1.059524e-06
2.701350675337669e-04	-1.069232e-06
2.710339543260482e-04	-1.072754e-06
2.719328411183296e-04	-1.077443e-06
2.728317279106109e-04	-1.083298e-06
2.737306147028922e-04	-1.090320e-06
2.746295014951735e-04	-1.098507e-06
2.755283882874549e-04	-1.107861e-06
2.764272750797362e-04	-1.118381e-06
2.773435815983960e-04	-1.120213e-06
2.782598881170559e-04	-1.123054e-06
2.791761946357158e-04	-1.126905e-06
2.800925011543756e-04	-1.131764e-06
2.810088076730355e-04	-1.137631e-06
2.819251141916954e-04	-1.144508e-06
2.828414207103552e-04	-1.152394e-06
2.837533052240445e-04	-1.151944e-06
2.846651897377339e-04	-1.152382e-06
2.855770742514232e-04	-1.153707e-06
2.864889587651125e-04	-1.155920e-06
2.874008432788019e-04	-1.159021e-06
2.883127277924912e-04	-1.163009e-06
2.892246123061806e-04	-1.167885e-06
2.901507893007818e-04	-1.164981e-06
2.910769662953831e-04	-1.162787e-06
2.920031432899844e-04	-1.161304e-06
2.929293202845856e-04	-1.160532e-06
2.938554972791868e-04	-1.160470e-06
2.947816742737881e-04	-1.161118e-06
2.957078512683894e-04	-1.162477e-06
2.966283118783007e-04	-1.156759e-06
2.975487724882121e-04	-1.151603e-06
2.984692330981234e-04	-1.147009e-06
2.993896937080348e-04	-1.142977e-06
3.003101543179461e-04	-1.139507e-06
3.012306149278575e-04	-1.136600e-06
3.021510755377689e-04	-1.134254e-06
3.030393100562151e-04	-1.125436e-06
3.039275445746614e-04	-1.117175e-06
3.048157790931076e-04	-1.109471e-06
3.057040136115538e-04	-1.102324e-06
3.065922481300000e-04	-1.095734e-06
3.074804826484463e-04	-1.089702e-06
3.083687171668925e-04	-1.084227e-06
3.092706480967913e-04	-1.071891e-06
3.101725790266901e-04	-1.060050e-06
3.110745099565889e-04	-1.048705e-06
3.119764408864877e-04	-1.037856e-06
3.128783718163865e-04	-1.027502e-06
3.137803027462854e-04	-1.017643e-06
3.146822336761842e-04	-1.008280e-06
3.156077117638929e-04	-9.922171e-07
3.165331898516016e-04	-9.765101e-07
